Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id
180000000,5058,224159,Santiago,Metroñuble,5,2.0,162.0,175.0,,5344583
70000000,1967,87173,PuenteAlto,Vendocasaesquina,3,1.0,47.0,160.0,2.0,10206158
391134100,10990,487091,Recoleta,CerroBlanco,4,3.0,177.0,271.0,,11467048
135000000,3793,168120,Maipú,Casaenseguromicrobarriovillajardínesdesantamaría,4,3.0,93.0,124.0,,10214802
145000000,4074,180573,Peñaflor,rosales,3,3.0,80.0,142.0,2.0,9494666
130000000,3653,161893,PuenteAlto,Junquillarcontolpan,5,2.0,100.0,120.0,,11466426
1135321000,31900,1413849,LoBarnechea,GolfLomasdeLaDehesa,4,4.0,316.0,1107.0,,11154552
871955000,24500,1085872,LasCondes,Atalaya/wenlockschool,6,5.0,360.0,750.0,,9488126
818570000,23000,1019390,LasCondes,PadreHurtadoCentral/Oxford/EstadioIsraelita,5,3.0,170.0,801.0,4.0,8425482
148944150,4185,185485,LaFlorida,LaFlorida,4,4.0,160.0,160.0,1.0,5247083
694005000,19500,864265,Vitacura,LasHualtatas/LaAurora,3,2.0,210.0,320.0,,8623718
710695993,19969,885051,Providencia,Mariátegui2100-2400,3,2.0,453.0,201.0,,8281432
1420041000,39900,1768420,Vitacura,LoCurro/GranVia/ViaAzul/,3,,390.0,1050.0,2.0,11153982
155000000,4355,193026,PuenteAlto,SanchezFontecilla,5,3.0,200.0,266.0,3.0,10761172
199304000,5600,248199,PuenteAlto,Casacondominiolasmercedespuentealto,3,3.0,1.0,1.0,,10205256
124565000,3500,155125,SanBernardo,EleuterioRamírezconNogales,4,1.0,100.0,200.0,,7014974
225000000,6322,280199,PuenteAlto,Charlesaránguizcongebbinghausexcelentecasa4dorm1baño613m2,4,1.0,113.0,613.0,3.0,11464066
550000000,15454,684932,Ñuñoa,Ventacasadiagonaloriente,12,4.0,450.0,490.0,3.0,10208977
64062000,1800,79778,LaFlorida,VillaNuevoAmanecer,2,1.0,70.0,80.0,,8437295
147591730,4147,183800,PuenteAlto,Vendocomodayespectacularcasade2pisos,3,3.0,120.0,149.0,,10208556
249130000,7000,310249,Santiago,Lira/SierraBella,4,2.0,180.0,200.0,1.0,7872323
355900000,10000,443213,Peñalolén,OportunidadBAJOPRECIO!estupendacasaconvistaalacordillera,5,4.0,180.0,430.0,3.0,7011724
224217000,6300,279224,PuenteAlto,CabernetesqLasPalmas,5,3.0,150.0,240.0,1.0,11462486
92000000,2585,114570,Renca,Acogedoracasade3dormitorios2bañosenRenca,3,1.0,50.0,129.0,,9357054
338105000,9500,421052,LaReina,Simonbolivar/lareina,4,2.0,90.0,180.0,,11462287
172397960,4844,214692,Santiago,Franklin379,4,1.0,103.0,176.0,,10445388
93000000,2613,115816,Peñaflor,VicuñaMackenna,3,2.0,130.0,130.0,,9874647
65000000,1826,80946,PuenteAlto,Vendocasapuentealto,3,1.0,65.0,77.0,2.0,10206112
170000000,4777,211706,PuenteAlto,IntercomunalSanFrancisco,4,2.0,134.0,205.0,4.0,10169249
177238200,4980,220720,LaFlorida,Antofagasta,3,3.0,102.0,158.0,2.0,10760639
494701000,13900,616066,Colina,ChicureoChamisero,4,4.0,200.0,550.0,2.0,8274598
622825000,17500,775623,LasCondes,Calleconstanciovigil,5,3.0,150.0,570.0,3.0,8050416
153784390,4321,191512,CaleradeTango,Paradisfrutarenfamilia,4,2.0,72.0,400.0,,10200921
978013200,27480,1217949,LasCondes,LaQuebrada/Quinchamali,6,4.0,340.0,1615.0,4.0,6892383
387931000,10900,483102,Huechuraba,LaHacienda-Avda.ElGuanacoNorte,4,4.0,140.0,400.0,2.0,11461556
676210000,19000,842105,Vitacura,ManquehueNorte/LuisPasteur,3,2.0,130.0,312.0,2.0,6082206
153000000,4299,190535,Maipú,Loscastaños5/avelbosquealto/av4poniente,3,3.0,80.0,125.0,3.0,10758779
135000000,3793,168120,PuenteAlto,Casaenventacallesangabrielpuentealto,3,2.0,85.0,136.0,,10216476
533850000,15000,664819,LoBarnechea,CaminoElHuinganal/CaminodelChín,5,3.0,140.0,330.0,3.0,9290469
729595000,20500,908587,Vitacura,EscriváDeBalaguer/LoArcaya,4,3.0,144.0,530.0,3.0,6749746
145000000,4074,180573,Maipú,caminodeloroingenieroeduardodomingues,3,2.0,130.0,156.0,3.0,9055311
151613400,4260,188809,PuenteAlto,Hermosacasade2pisosenpuentealto,2,3.0,149.0,149.0,1.0,10208306
54000000,1517,67248,Paine,PasajeelPeumo,4,1.0,65.0,70.0,1.0,6652770
220658000,6200,274792,PadreHurtado,ConjuntohabitacionalLagunadelSol,4,3.0,107.0,310.0,2.0,11459406
230000000,6462,286426,LaCisterna,SanLuis/FernándezAlbano,4,3.0,280.0,330.0,4.0,9300534
886191000,24900,1103600,LoBarnechea,Huinganal,5,4.0,363.0,1008.0,5.0,8033191
116000000,3259,144458,Maipú,LaEspañola,4,2.0,100.0,125.0,2.0,11053068
59500000,1672,74097,SanBernardo,Santamarta,4,2.0,108.0,108.0,,10215176
114000000,3203,141968,Maipú,Casaapasosdelmallaraucomaipú,4,1.0,79.0,79.0,,10215349
87000000,2445,108344,PadreHurtado,Pasajeesteroseco,3,2.0,77.0,77.0,1.0,11456633
65000000,1826,80946,SanBernardo,BomberoBenjaminLazoSanBernardo,4,1.0,59.0,85.0,1.0,11456542
419962000,11800,522991,Providencia,DiegodeAlmagro-límiteÑuñoa/Providencia/EliecerParada,4,3.0,130.0,190.0,,7399234
70000000,1967,87173,LaFlorida,Riolosquenes,1,1.0,47.0,120.0,1.0,11456484
195745000,5500,243767,LaFlorida,Colombia/EnriqueOlivares,7,3.0,140.0,200.0,,7033370
128000000,3597,159402,Quilicura,Cómodayacogedoracasa,6,2.0,77.0,120.0,,10208539
105595530,2967,131501,EstaciónCentral,CoyhaiqueesquinaTehuaco,3,1.0,70.0,170.0,1.0,11456159
99000000,2782,123288,Cerrillos,Casaapasosdeautopistavespucio,4,2.0,180.0,200.0,,10215338
140000000,3934,174346,ElBosque,GranAvenidaJoséMiguelCarreraYC62338/Mayorga,4,1.0,116.0,250.0,,11455714
542747500,15250,675900,Colina,chicureopiedraroja,3,3.0,150.0,518.0,2.0,11455468
601471000,16900,749030,LaReina,Barrioprincipedegales,4,3.0,180.0,400.0,,6541830
226352400,6360,281883,EstaciónCentral,MetroEcuador,5,2.0,142.0,120.0,,11454564
165493500,4650,206094,LaFlorida,walkermartinez,3,,75.0,105.0,1.0,11454538
165493500,4650,206094,LaFlorida,walkermartinez,3,,75.0,105.0,1.0,11454513
525664300,14770,654626,SanBernardo,freire198,3,3.0,200.0,830.0,,10778551
656635500,18450,817728,LasCondes,Latadia,4,4.0,170.0,382.0,2.0,11454480
549990000,15453,684919,Ñuñoa,JoséDomingoCañas/FernandezConcha,3,2.0,129.0,313.0,4.0,11053092
110000000,3091,136986,LaFlorida,EstacionMetroTrinidad,3,1.0,90.0,120.0,,11454000
252689000,7100,314681,Ñuñoa,PedrodeValdivia/Marathon,5,2.0,184.0,360.0,2.0,11453832
82462030,2317,102692,PuenteAlto,Lasnievesorienteconavmexico,3,2.0,81.0,135.0,1.0,11453817
169052500,4750,210526,Peñaflor,LosCopihues3127,4,3.0,132.0,235.0,3.0,10602654
68000000,1911,84682,PuenteAlto,sanhugoconmexico,2,1.0,80.0,70.0,1.0,11453736
99580820,2798,124011,PuenteAlto,lagocolico,4,2.0,100.0,100.0,3.0,11453710
250000000,7024,311333,Pirque,loscorrales,3,2.0,108.0,3000.0,3.0,11453676
71393540,2006,88909,PuenteAlto,luismattelarrain02472,3,1.0,85.0,75.0,1.0,11453653
76000000,2135,94645,Lampa,HYaciendaLarapinta,3,1.0,58.0,103.0,1.0,9467074
533494100,14990,664376,LasCondes,Alcantara,4,2.0,160.0,200.0,,10755303
85000000,2388,105853,Maipú,ElLabrador,3,1.0,70.0,120.0,,8304525
157000000,4411,195517,PuenteAlto,Sevendeespectaculareimpecablecasade2enpuentealto,5,3.0,120.0,149.0,,10208352
100000000,2810,124533,Peñaflor,AvenidaVicuñaMackennacon21deMayo,3,1.0,,,,9945966
658415000,18500,819944,Peñalolén,CondominioLasPircas,8,6.0,283.0,680.0,4.0,11451393
640620000,18000,797783,Peñalolén,CondominioLasPircas,5,5.0,200.0,625.0,3.0,11451367
658415000,18500,819944,Peñalolén,Laspircas,5,5.0,220.0,660.0,3.0,11451306
66500000,1869,82814,SanBernardo,tavi,4,2.0,75.0,80.0,1.0,10775702
150000000,4215,186800,EstaciónCentral,Generalamenguallosgladiolos,3,1.0,120.0,180.0,3.0,11450861
140000000,3934,174346,LaFlorida,Pasaje1,4,2.0,100.0,240.0,1.0,11450815
89686800,2520,111690,PuenteAlto,CerroGordo/AvenidaMéxicoYLasNieves/PuenteAlto,4,1.0,100.0,130.0,3.0,10753750
85000000,2388,105853,SanBernardo,AunacuadradeLaDivinaProvidencia,4,3.0,85.0,90.0,1.0,11450435
186847500,5250,232687,Pudahuel,PudahuelSur,4,3.0,142.0,140.0,,11450384
52000000,1461,64757,Maipú,VillaSanLuis4,2,1.0,,,,11450302
115000000,3231,143213,LaGranja,CercanoaAv.LoOvalle,3,1.0,109.0,156.0,4.0,11450282
87000000,2445,108344,PuenteAlto,VillaLaCapilla,3,2.0,,,1.0,11450250
711088200,19980,885539,Providencia,Mariategui/PlazadelaAlcaldesa,3,3.0,201.0,455.0,,7898421
177594100,4990,221163,SanBernardo,CalleLaLagunaconLosCóndores,3,2.0,120.0,203.0,2.0,11450218
90000000,2529,112080,Maipú,MetroLasParcelas,3,1.0,,,1.0,11450210
70000000,1967,87173,Maipú,CercanoaCaminoMelipilla,3,2.0,,,1.0,11450188
67000000,1883,83437,CerroNavia,AmediacuadradeSerrano.,4,2.0,76.0,110.0,2.0,11450137
74500000,2093,92777,Pudahuel,CercanaaAv.LagunaSur.,3,2.0,50.0,79.0,1.0,11450065
295397000,8300,367867,Huechuraba,AvenidaelGuanacoNorte,4,4.0,130.0,200.0,2.0,11448557
125000000,3512,155666,PuenteAlto,CercanoaAvEyzaguirre,5,3.0,,,3.0,11449940
95000000,2669,118306,LaFlorida,CercanoaCamiloHenriquez,3,1.0,67.0,126.0,1.0,11449926
78298000,2200,97507,Pudahuel,CercanoaMetroPudahuel,3,1.0,54.0,162.0,2.0,11449897
155000000,4355,193026,Macul,CercanoaAv.RodrigodeAraya,5,3.0,,,2.0,11449799
220000000,6182,273973,Santiago,CercanoametroParqueOhiggins,4,1.0,148.0,175.0,,11449707
199304000,5600,248199,PuenteAlto,Barrioholanda,4,3.0,123.0,159.0,,11449665
220000000,6182,273973,Santiago,CercanoaMetroParqueO'higgins,5,1.0,204.0,204.0,,11449602
85000000,2388,105853,Pudahuel,14minutosdelmetrolagunasur,4,2.0,,,,11449506
110000000,3091,136986,LaGranja,Villalospensamientos,3,1.0,,,2.0,11449490
142004100,3990,176842,LaFlorida,tineoconavtrinidadoriente,3,2.0,7035.0,1278.0,2.0,11449478
259807000,7300,323545,LaFlorida,Apasosdevicuñamackenna,2,1.0,400.0,400.0,,11449441
119226500,3350,148476,LaFlorida,Geronimoalderete,2,1.0,68.0,150.0,,8036819
965000000,27114,1201743,PuenteAlto,Arturopratyconchaytoro,4,,580.0,1890.0,20.0,9305209
120000000,3372,149440,Independencia,DomingoSantaMaría,4,2.0,100.0,154.0,,8067514
462314100,12990,575734,LaReina,Tobalaba,5,2.0,195.0,400.0,5.0,11448979
459111000,12900,571745,Colina,SantaCecilia/LosAlamos,5,3.0,240.0,5340.0,10.0,11448882
387931000,10900,483102,LaReina,SimónBolivar/VicentePérezRosales,6,3.0,170.0,425.0,7.0,11448771
94313500,2650,117451,LaFlorida,EntreSanJosédeLaEstrellaySanJorge,3,1.0,46.0,106.0,1.0,11448609
137021500,3850,170637,Quilicura,CostaneraFérreaPoniente,3,2.0,70.0,100.0,,11448381
836365000,23500,1041550,Colina,¡preciorebajado!/colegiosananselmo,4,4.0,220.0,5000.0,1.0,6615595
255892100,7190,318670,LaReina,Franciscovillagra,3,2.0,90.0,200.0,2.0,9069228
100897650,2835,125651,LaCisterna,Venta,6,1.0,178.0,190.0,,11448189
40216700,1130,50083,LaPintana,Venta,3,1.0,50.0,50.0,,11448180
59221760,1664,73751,Paine,Venta,3,1.0,72.0,91.0,,11448166
115667500,3250,144044,SanBernardo,Venta,4,2.0,168.0,143.0,1.0,11448155
81857000,2300,101939,Paine,VillaLomasdePaine,4,1.0,78.0,106.0,2.0,11445833
54000000,1517,67248,CerroNavia,pasaje6casa1113,2,1.0,43.0,53.0,,11446926
480465000,13500,598337,LasCondes,Metrocristobalcolon/vaticano/alcantara,3,2.0,91.0,217.0,2.0,11446648
355900000,10000,443213,Providencia,ClinicaSantaMaria/Bellavista,2,1.0,198.0,313.0,,11046874
355828820,9998,443124,Talagante,LucasPacheco/Balmaceda,5,3.0,225.0,366.0,,6230175
72000000,2023,89664,Macul,SeVendeCasaenVillaSanLuisdeMacul,2,1.0,45.0,115.0,,11445626
110000000,3091,136986,Maipú,SeVendeCasaenVillaParqueDonBernardoenMaipu,4,1.0,,,2.0,11445619
256248000,7200,319113,LaFlorida,MiradordelosAndes,4,2.0,100.0,240.0,,11445414
85416000,2400,106371,Lampa,ValleGrande,3,2.0,55.0,79.0,2.0,10751294
89000000,2501,110834,Lampa,CondominioValleverde//CaíqueColin,3,2.0,53.0,87.0,1.0,11444825
140000000,3934,174346,PuenteAlto,LuisMatteLarraín,4,2.0,85.0,128.0,3.0,7882993
569440000,16000,709141,Melipilla,CentrodeMelipilla,5,4.0,310.0,1758.0,9.0,11053444
219946200,6180,273906,PadreHurtado,Lagunadelsol.CondominioLosVelerosII,4,3.0,140.0,260.0,3.0,8049407
1028551000,28900,1280885,LasCondes,Elremanso,8,7.0,300.0,954.0,3.0,9491954
355900000,10000,443213,Peñalolén,Quebradademacul7900condominioAmapolas,5,3.0,125.0,270.0,2.0,11443588
243969450,6855,303822,LasCondes,SebastianElCanoconManuelBarrios,3,2.0,79.0,119.0,1.0,11443553
164710520,4628,205119,PuenteAlto,EyzaguirreconHolanda,4,1.0,92.0,286.0,2.0,11443533
391490000,11000,487534,Peñalolén,Avconsistorialconelvalle,4,3.0,142.0,277.0,2.0,11443495
255892100,7190,318670,Santiago,Conferencia,6,2.0,180.0,300.0,,7907955
129000000,3625,160648,PadreHurtado,Sanignacio,2,3.0,69.0,157.0,2.0,8782535
268704500,7550,334626,Melipilla,SectorSanJóse,3,3.0,5000.0,5000.0,,11443167
387931000,10900,483102,Ñuñoa,mattaoriente563,3,3.0,170.0,280.0,2.0,9049567
68190440,1916,84920,Talagante,Talagante,3,2.0,77.0,90.0,2.0,8624167
306074000,8600,381163,LaFlorida,WalkerMartinez-GertrudisEcheñique,5,3.0,148.0,241.0,3.0,11441583
103211000,2900,128532,LoBarnechea,Cómodacasaencerro18sur,2,1.0,75.0,75.0,,8046962
107000000,3006,133250,Talagante,VillaCarlosDroguett,5,2.0,120.0,120.0,,11440476
78000000,2192,97136,Talagante,Volcan,2,1.0,45.0,110.0,2.0,11440465
731979530,20567,911556,Colina,LaHacienda//Chicureo//LaLaguna,5,3.0,341.0,1099.0,2.0,11439813
100000000,2810,124533,Lampa,ArturoPrat//SantaCecilia,2,2.0,85.0,120.0,,11439319
89000000,2501,110834,Lampa,CondominioValleverde//CaíqueColin,3,2.0,53.0,87.0,1.0,11439303
70000000,1967,87173,PuenteAlto,LosMayas889,2,1.0,43.0,80.0,1.0,7741318
144530990,4061,179989,Quilicura,DeLaCollera0181,3,1.0,57.0,178.0,2.0,9278915
110000000,3091,136986,LaFlorida,Nacimiento11641,4,1.0,88.0,128.0,3.0,11438608
135000000,3793,168120,PuenteAlto,cincoponiente607,2,1.0,90.0,190.0,2.0,11438558
266925000,7500,332410,PuenteAlto,SalvadorAllende0515,3,3.0,192.0,220.0,2.0,11438526
65000000,1826,80946,SanBernardo,Todoslossantosi,3,2.0,80.0,87.0,2.0,11437997
50000000,1405,62267,SanBernardo,TodoslosSantos,3,1.0,48.0,68.0,3.0,11437975
159500000,4482,198630,PuenteAlto,Sevendeespectaculareimpecablecasade2enpuenteal...,5,3.0,120.0,149.0,,10208321
90398600,2540,112576,EstaciónCentral,EstacionNogales,3,1.0,146.0,200.0,,11437233
320310000,9000,398892,LaFlorida,Altomacul,4,4.0,127.0,370.0,2.0,6066541
125775060,3534,156631,LoPrado,Neptuno/SantaLuisa,3,2.0,116.0,200.0,,6382224
215000000,6041,267746,Maipú,HospitalElCarmen,4,3.0,171.0,207.0,3.0,11436204
380813000,10700,474238,LaFlorida,CaminodelPaisaje/BostonCollege,4,2.0,140.0,401.0,2.0,11436075
66909200,1880,83324,PuenteAlto,EstaciónSierraNevada/VillaEstacionesFerroviarias/PuenteAlto,4,2.0,87.0,90.0,1.0,11435636
1164504800,32720,1450193,LaReina,esquinaCarlosSilvaVildosola,4,4.0,,,,9267507
160000000,4496,199253,LaCisterna,FuenzalidaUrrejola,5,3.0,168.0,230.0,2.0,7185209
672651000,18900,837672,Colina,PiedraRoja,5,5.0,245.0,700.0,2.0,9244298
67000000,1883,83437,LaPintana,ReydonFelipe/Av.LoMartínez,4,1.0,94.0,128.0,1.0,11052879
235000000,6603,292653,PuenteAlto,LosCorraleros,4,3.0,114.0,500.0,2.0,11434214
227384510,6389,283169,PuenteAlto,LaMontura7512,3,2.0,94.0,283.0,2.0,11434197
250909500,7050,312465,IsladeMaipo,ViñadeMartino,3,2.0,140.0,1000.0,,11434026
565881000,15900,704709,Providencia,Picara,4,4.0,175.0,433.0,,9488049
669092000,18800,833240,Providencia,ManuelCruzatVicuña/LuisThayerOjeda,5,4.0,213.0,462.0,4.0,11433090
494701000,13900,616066,LasCondes,mataquito,3,4.0,176.0,297.0,2.0,11430499
943135000,26500,1174514,LoBarnechea,Pieandino,6,5.0,278.0,1009.0,2.0,9485927
1210060000,34000,1506924,LoBarnechea,Condominio/golfdemanquehue,4,3.0,314.0,808.0,3.0,10763900
193000000,5423,240349,LaFlorida,Av.SanJosédelaEstrella1155,3,1.0,83.0,168.0,1.0,11428417
1064141000,29900,1325207,Vitacura,Preciosacasa!!granoportunidad!!excelenteestado!!,5,6.0,370.0,700.0,2.0,8033324
165000000,4636,205479,Lampa,LosHalcones1545,3,2.0,80.0,222.0,2.0,11427961
302515000,8500,376731,Pudahuel,Ciudaddelosvalles,4,3.0,127.0,300.0,,10751243
461958200,12980,575290,LoBarnechea,CaminodelHuinganal/PieAndino,4,3.0,160.0,335.0,2.0,11427054
362021480,10172,450836,Macul,Avenidaaltomacul,4,3.0,151.0,432.0,,9961676
145000000,4074,180573,Recoleta,VendoAmpliacasa1piso/3Dormitorios/ElSalto,3,1.0,90.0,200.0,2.0,11426566
190000000,5339,236613,LaCisterna,BlasVialconArgentina,5,3.0,,,,9295845
290000000,8148,361146,Talagante,SanGuillermo,3,3.0,156.0,5000.0,,11053376
519614000,14600,647091,LaReina,Calatayud,3,2.0,190.0,485.0,3.0,7548342
78511540,2206,97773,PuenteAlto,DarioSalasDiaz/EjércitoLibertador,3,1.0,55.0,80.0,2.0,11425729
105097270,2953,130881,PuenteAlto,Elsilo,3,1.0,140.0,85.0,1.0,11425681
78938620,2218,98305,LaPintana,Madrid,4,3.0,119.0,99.0,1.0,11425667
154531780,4342,192443,PuenteAlto,IntercomunalSanFrancisco,4,2.0,134.0,205.0,1.0,11425605
91573070,2573,114039,SanBernardo,Colbún,3,1.0,66.0,78.0,1.0,11425588
359000000,10087,447073,Vitacura,RaoulDuffy7080,4,2.0,150.0,240.0,2.0,11425457
177950000,5000,221606,Lampa,LaRioja2886,4,3.0,106.0,183.0,2.0,11032950
409285000,11500,509695,PuenteAlto,Conchaytoro/eyzaguirre,2,1.0,305.0,654.0,,9305169
85000000,2388,105853,PuenteAlto,JoséAmunátegui/HéctorBarrueto,3,2.0,67.0,117.0,,10764450
135000000,3793,168120,LaCisterna,VendoCasade2pisos,4,1.0,111.0,144.0,,9777381
1174470000,33000,1462603,LoBarnechea,Callecerrada//pedroliraurqueta,6,4.0,465.0,1409.0,,8601682
110862850,3115,138061,SanBernardo,Ministeripascual,3,2.0,50.0,122.0,2.0,6560948
177950000,5000,221606,Lampa,ValleGrande,3,3.0,103.0,220.0,2.0,9467084
93500000,2627,116438,PuenteAlto,CerroLaPirámide,5,2.0,47.0,80.0,2.0,7731029
300735500,8450,374515,Peñalolén,Antupiren,5,4.0,180.0,219.0,2.0,6639497
86448110,2429,107656,Talagante,Extraordinariaoportunidadentalagante,3,2.0,73.0,78.0,1.0,10201126
90000000,2529,112080,PuenteAlto,CaboBoquerón1589,3,1.0,58.0,105.0,1.0,10750589
170000000,4777,211706,LaFlorida,Ventadecasaenlaflorida,3,3.0,93.0,180.0,,10204081
202507100,5690,252188,Quilicura,PuenteNuevo,3,3.0,106.0,140.0,2.0,10751616
295397000,8300,367867,Pudahuel,TransversalUno803-923,3,3.0,100.0,210.0,2.0,9509947
450000000,12644,560399,CaleradeTango,Paradero19-1/2CaleradeTango,4,3.0,397.0,6800.0,,11053322
94313500,2650,117451,Lampa,BarrioLasflores,3,1.0,54.0,96.0,2.0,10870698
65000000,1826,80946,PuenteAlto,Sancarlos/c.Creta,4,2.0,65.0,80.0,,7878906
1245650000,35000,1551245,LasCondes,Lahoyada,5,6.0,424.0,14000.0,,8459905
95737100,2690,119224,Peñaflor,Sta.Adriana1810,2,2.0,44.0,128.0,1.0,9070017
150000000,4215,186800,Pudahuel,CondominioLosJardinesdeVespucio1,4,3.0,110.0,110.0,1.0,11138074
160000000,4496,199253,Independencia,Bélgica/Gral.Saavedra,4,2.0,164.0,200.0,,11422957
362021480,10172,450836,Macul,Altomacul,4,3.0,151.0,432.0,,9357943
66873610,1879,83280,Santiago,OscarBonilla0505,3,1.0,50.0,79.0,2.0,11422889
1459190000,41000,1817173,LasCondes,Alcántara,5,,220.0,800.0,,10752873
95000000,2669,118306,PuenteAlto,CalleLaRambla/CardenalOviedo,3,2.0,60.0,100.0,,9699472
513919600,14440,640000,Peñaflor,Peñaflor,8,6.0,354.0,5300.0,3.0,10750759
80000000,2248,99626,PuenteAlto,Mallplazatobalaba2/3dormitorios,2,1.0,70.0,80.0,,10205395
265679350,7465,330858,Curacaví,Fundocuyuncavísectorpuente2lt62,4,2.0,120.0,5950.0,,10751346
125000000,3512,155666,ElBosque,LuisBarrosBorgoño372,3,1.0,62.0,160.0,2.0,11045296
569440000,16000,709141,Peñalolén,LosPresidentes/AlvaroCasanova,4,4.0,192.0,510.0,4.0,11047414
80789300,2270,100609,Buin,SimónGuerra,3,1.0,60.0,200.0,3.0,11421718
274043000,7700,341274,Huechuraba,CaminoLosFresnos,3,1.0,129.0,263.0,2.0,11421694
250909500,7050,312465,EstaciónCentral,JotabecheentrepasajecaletaCobijayHogardeCristo,3,1.0,120.0,340.0,5.0,11421638
380457100,10690,473795,Colina,EcourbeCondiminios.SantaElena,3,3.0,139.0,470.0,,11421502
220000000,6182,273973,Recoleta,CalleValdivieso,3,1.0,120.0,259.0,1.0,11421432
377254000,10600,469806,Colina,Av.Santaelena,3,3.0,139.0,490.0,,11421337
373695000,10500,465374,Colina,SantaElenaEcourbe,3,3.0,139.0,470.0,2.0,11421323
943135000,26500,1174514,LoBarnechea,GolfLomasdeLaDehesa,3,5.0,209.0,1232.0,6.0,11420806
124565000,3500,155125,Recoleta,VentaCasa4DormitoriosRecoleta,4,2.0,100.0,151.0,,11420694
120650100,3390,150249,Buin,BuinconAltoJahuel,3,2.0,62.0,189.0,3.0,11420530
175000000,4917,217933,PuenteAlto,CasaAisladacon2°PisoenCiudaddelEste,4,2.0,110.0,220.0,,11420306
437757000,12300,545152,Vitacura,RomeralproximoaLoMatta,4,3.0,154.0,339.0,,11419925
58000000,1630,72229,SanBernardo,socompaconavenidaloblanco,3,1.0,36.0,11300.0,,11419794
953812000,26800,1187811,Providencia,EliodoroYañez/AntonioVaras,5,7.0,372.0,522.0,6.0,11046736
113888000,3200,141828,Lampa,Rioimperial767,2,1.0,60.0,100.0,,9258131
202863000,5700,252631,PuenteAlto,LosCastañosconAvCamiloEnriquez,4,3.0,90.0,220.0,2.0,8037109
213184100,5990,265485,LaReina,EntreQuimchamalíyLauraRodríguez,4,3.0,180.0,180.0,1.0,11419209
71180000,2000,88643,ElBosque,Venta,2,,35.0,170.0,,11419049
206422000,5800,257064,ElBosque,Venta,4,2.0,126.0,306.0,1.0,11419026
568728200,15980,708254,Ñuñoa,GeneralGorostiaga/Pucará,4,3.0,198.0,427.0,3.0,9258009
150000000,4215,186800,Peñaflor,Peñaflor,3,3.0,90.0,140.0,1.0,10197037
85000000,2388,105853,Quilicura,quilicura,3,3.0,70.0,84.0,1.0,11418706
523137410,14699,651479,LasCondes,CercanoRotondaAtenascallesinteriores,4,2.0,136.0,308.0,4.0,11418257
78000000,2192,97136,Maipú,SeVendeCasacercanaalaAvda.LumenenMaipu,4,1.0,100.0,72.0,1.0,11418079
68000000,1911,84682,LaFlorida,SeVendeCasacercanaalaAvda.SantaRaquel,2,1.0,72.0,60.0,1.0,11418069
174035100,4890,216731,PadreHurtado,VillaLaCapilla/PedroCanisio/PadreHurtado,3,3.0,90.0,180.0,3.0,10753725
189801470,5333,236365,Peñaflor,SevendeampliacasaenPeñaflor.,4,3.0,139.0,231.0,3.0,9032746
128000000,3597,159402,SanJoaquín,CampusSanJoaquin,4,1.0,81.0,180.0,2.0,11417300
601471000,16900,749030,Pirque,Espectacularcasaenventa,5,5.0,315.0,5037.0,10.0,11417152
526732000,14800,655955,Colina,CondominioLosCandiles/PadreSergioCorrea,3,3.0,160.0,650.0,6.0,11417130
218878500,6150,272576,Quilicura,Casaenventa4d/3b/3estac/2bod.,3,3.0,117.0,192.0,3.0,10203292
70000000,1967,87173,Lampa,Nu-58632jovinonovoa/losalerces,3,2.0,72.0,72.0,,7564727
118000000,3316,146949,Maipú,Av.Cristoredentor/esdras,3,3.0,80.0,123.0,3.0,6490447
497548200,13980,619612,Colina,chamisero,4,3.0,170.0,400.0,2.0,11416830
355900000,10000,443213,CaleradeTango,Eltanguito,3,3.0,190.0,5000.0,13.0,9942532
90000000,2529,112080,Curacaví,CasaenCondominiodeCuracaví,3,2.0,64.0,90.0,,7279153
250000000,7024,311333,ElBosque,YC51509GranAvJoseMiguelCarrera/Rossini,3,4.0,257.0,280.0,4.0,4961157
192000000,5395,239103,LaFlorida,Elponcho,6,5.0,155.0,175.0,3.0,7354387
110000000,3091,136986,Recoleta,MaríadelPilar/Campino,6,2.0,168.0,124.0,,4852036
711800000,20000,886426,LasCondes,SanRamón-QuebradaHonda,6,3.0,185.0,396.0,2.0,11415460
199304000,5600,248199,PuenteAlto,PasajeParqueCentral//Av.ParquedelEste,4,3.0,116.0,209.0,2.0,11414797
120000000,3372,149440,Ñuñoa,Vicuñamackennanu-60660/bustamante,2,1.0,43.0,40.0,,9257293
250000000,7024,311333,Buin,Hermosacasa4dormitorios2baños,4,2.0,117.0,325.0,,11414009
141541430,3977,176266,Renca,Avvicuñamackena,2,2.0,66.0,101.0,1.0,11413955
575490300,16170,716675,LasCondes,ElDirector/LasMalvas,3,2.0,140.0,290.0,2.0,11046931
75000000,2107,93400,PuenteAlto,Ernestoalvearpuentealto,4,2.0,100.0,100.0,,11413584
85000000,2388,105853,Maipú,maipu,4,1.0,75.0,160.0,1.0,11413568
68000000,1911,84682,LaPintana,Reydonfelipelapintana,2,1.0,100.0,126.0,,11413540
85000000,2388,105853,LaPintana,Losqueltehues1318,3,1.0,100.0,120.0,1.0,11413528
85000000,2388,105853,LaFlorida,Losescritoresnacionales10799,3,1.0,80.0,100.0,1.0,11413516
